dataset_name,file_name,source_type,rows,columns,date_loaded
Hospital Readmission Risk Dataset 2026,hospital_readmission_risk_dataset_2026_v1_18000rows.csv,Public Kaggle CSV dataset,18000,25,2026-06-15
