mean_age,mean_length_of_stay,mean_severity_score,mean_chronic_disease_count,mean_number_of_medications,mean_medication_adherence_score
54.504888888888885,10.049444444444445,5.0055,1.9912222222222222,7.488333333333333,0.7016744444444445
